Dataset_ID,Buyer_ID,Product_ID,Recommended,Clicked,Viewed,Purchased,Ignored,Hidden,Feedback,Ground_Truth,Scenario_Type,Confidence_Score,Created_Date,Version
FB003705,BYR000164,PRD000891,Yes,No,No,No,Yes,Yes,Not interested,Negative,RARE,1.0,2026-05-19,v1.0
FB003706,BYR000100,PRD001132,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.73,2026-06-04,v1.0
FB003707,BYR000814,PRD000049,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,1.0,2026-07-15,v1.0
FB003708,BYR000662,PRD001596,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.84,2026-07-20,v1.0
FB003709,BYR000262,PRD001169,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.84,2026-06-26,v1.0
FB003710,BYR000358,PRD001976,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.76,2026-07-01,v1.0
FB003711,BYR000989,PRD000149,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.71,2026-08-05,v1.0
FB003712,BYR000109,PRD000875,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.55,2026-05-21,v1.0
FB003713,BYR000932,PRD002999,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.78,2026-07-25,v1.0
FB003714,BYR000277,PRD002783,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.73,2026-05-28,v1.0
FB003715,BYR000694,PRD001070,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.91,2026-07-06,v1.0
FB003716,BYR000229,PRD001766,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.79,2026-08-05,v1.0
FB003717,BYR001000,PRD002153,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.53,2026-07-16,v1.0
FB003718,BYR000812,PRD000916,Yes,No,No,No,Yes,Yes,Not interested,Negative,NORMAL,0.7,2026-05-11,v1.0
FB003719,BYR000859,PRD001653,Yes,No,No,No,Yes,Yes,Not interested,Negative,RARE,0.66,2026-06-08,v1.0
FB003720,BYR000307,PRD002381,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.51,2026-05-09,v1.0
FB003721,BYR000264,PRD002818,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.6,2026-07-02,v1.0
FB003722,BYR000557,PRD002153,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.92,2026-06-06,v1.0
FB003723,BYR000011,PRD000343,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,EDGE,0.74,2026-06-02,v1.0
FB003724,BYR000670,PRD000017,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.69,2026-06-02,v1.0
FB003725,BYR000715,PRD000563,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.73,2026-06-18,v1.0
FB003726,BYR000807,PRD002010,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.75,2026-05-17,v1.0
FB003727,BYR000605,PRD001167,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,BOUNDARY,0.72,2026-05-27,v1.0
FB003728,BYR000711,PRD001938,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.98,2026-08-01,v1.0
FB003729,BYR000952,PRD001145,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.76,2026-06-17,v1.0
FB003730,BYR000915,PRD002244,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NEGATIVE,0.83,2026-06-19,v1.0
FB003731,BYR000858,PRD000925,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.53,2026-07-31,v1.0
FB003732,BYR000154,PRD002526,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.57,2026-08-05,v1.0
FB003733,BYR000812,PRD002482,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.87,2026-05-25,v1.0
FB003734,BYR000276,PRD000679,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.76,2026-07-28,v1.0
FB003735,BYR000486,PRD000101,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.95,2026-08-01,v1.0
FB003736,BYR000486,PRD002606,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.77,2026-06-28,v1.0
FB003737,BYR000009,PRD001555,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.99,2026-07-01,v1.0
FB003738,BYR000147,PRD001454,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,COLD_START,0.95,2026-07-15,v1.0
FB003739,BYR000465,PRD002212,Yes,No,Yes,No,No,No,Not my style,Neutral,EDGE,0.93,2026-06-13,v1.0
FB003740,BYR000089,PRD001035,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.53,2026-06-14,v1.0
FB003741,BYR000062,PRD000324,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.93,2026-08-02,v1.0
FB003742,BYR000237,PRD001592,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.85,2026-07-13,v1.0
FB003743,BYR000879,PRD000277,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.86,2026-06-18,v1.0
FB003744,BYR000559,PRD000519,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.81,2026-06-26,v1.0
FB003745,BYR000250,PRD001371,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.9,2026-05-13,v1.0
FB003746,BYR000106,PRD000515,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.58,2026-06-03,v1.0
FB003747,BYR000910,PRD002881,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.64,2026-07-30,v1.0
FB003748,BYR000089,PRD001528,Yes,No,No,No,Yes,No,Not interested,Negative,NEGATIVE,0.63,2026-06-11,v1.0
FB003749,BYR000866,PRD002437,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.89,2026-07-30,v1.0
FB003750,BYR000507,PRD000015,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.92,2026-06-20,v1.0
FB003751,BYR000224,PRD000497,Yes,No,No,No,Yes,No,Not interested,Negative,RARE,0.55,2026-05-29,v1.0
FB003752,BYR000151,PRD001436,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.95,2026-07-25,v1.0
FB003753,BYR000005,PRD002172,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.95,2026-05-29,v1.0
FB003754,BYR000227,PRD000845,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.8,2026-06-30,v1.0
FB003755,BYR000247,PRD000252,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.69,2026-07-11,v1.0
FB003756,BYR000630,PRD000813,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.57,2026-06-28,v1.0
FB003757,BYR000442,PRD002768,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.69,2026-05-30,v1.0
FB003758,BYR000155,PRD001368,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.87,2026-08-05,v1.0
FB003759,BYR000869,PRD001887,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.87,2026-05-18,v1.0
FB003760,BYR000130,PRD002230,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.65,2026-08-01,v1.0
FB003761,BYR000224,PRD000236,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.51,2026-05-11,v1.0
FB003762,BYR000061,PRD000478,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,COLD_START,0.78,2026-05-29,v1.0
FB003763,BYR000197,PRD001995,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.61,2026-07-08,v1.0
FB003764,BYR000416,PRD000916,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.84,2026-06-24,v1.0
FB003765,BYR000610,PRD001373,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.96,2026-06-27,v1.0
FB003766,BYR000652,PRD001827,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.68,2026-07-30,v1.0
FB003767,BYR000895,PRD002662,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.5,2026-07-11,v1.0
FB003768,BYR000823,PRD000959,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,RARE,0.95,2026-05-30,v1.0
FB003769,BYR000468,PRD001241,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.56,2026-06-20,v1.0
FB003770,BYR000878,PRD000790,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.58,2026-06-02,v1.0
FB003771,BYR000352,PRD001193,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,RARE,0.57,2026-07-17,v1.0
FB003772,BYR000465,PRD002212,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,EDGE,0.69,2026-06-05,v1.0
FB003773,BYR000556,PRD002823,Yes,No,Yes,No,No,No,Not my style,Neutral,BOUNDARY,0.77,2026-06-18,v1.0
FB003774,BYR000957,PRD001839,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.84,2026-05-13,v1.0
FB003775,BYR000167,PRD000277,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.93,2026-07-18,v1.0
FB003776,BYR000156,PRD000939,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,BOUNDARY,0.92,2026-06-08,v1.0
FB003777,BYR000726,PRD002019,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.92,2026-05-14,v1.0
FB003778,BYR000732,PRD000014,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NEGATIVE,0.83,2026-06-30,v1.0
FB003779,BYR000380,PRD002853,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,0.55,2026-05-09,v1.0
FB003780,BYR000398,PRD002071,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NEGATIVE,0.66,2026-06-08,v1.0
FB003781,BYR000555,PRD002240,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.81,2026-06-12,v1.0
FB003782,BYR000961,PRD000115,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.54,2026-06-07,v1.0
FB003783,BYR000976,PRD000279,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.59,2026-07-05,v1.0
FB003784,BYR000602,PRD002875,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,RARE,0.99,2026-06-06,v1.0
FB003785,BYR000880,PRD002620,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,RARE,0.81,2026-07-26,v1.0
FB003786,BYR000994,PRD002382,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.98,2026-07-24,v1.0
FB003787,BYR000760,PRD001769,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.58,2026-06-12,v1.0
FB003788,BYR000764,PRD000355,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.6,2026-05-15,v1.0
FB003789,BYR000821,PRD002731,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.5,2026-07-17,v1.0
FB003790,BYR000100,PRD002726,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.57,2026-06-29,v1.0
FB003791,BYR000293,PRD000039,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,BOUNDARY,0.71,2026-07-11,v1.0
FB003792,BYR000097,PRD000035,Yes,No,Yes,No,No,No,Not my style,Neutral,NEGATIVE,0.64,2026-06-25,v1.0
FB003793,BYR000539,PRD000253,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.65,2026-06-08,v1.0
FB003794,BYR000918,PRD001399,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.55,2026-08-04,v1.0
FB003795,BYR000318,PRD002249,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.54,2026-06-14,v1.0
FB003796,BYR000265,PRD002113,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,COLD_START,0.64,2026-07-23,v1.0
FB003797,BYR000446,PRD000113,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.52,2026-08-05,v1.0
FB003798,BYR000820,PRD000996,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.62,2026-06-27,v1.0
FB003799,BYR000947,PRD000926,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.71,2026-07-03,v1.0
FB003800,BYR000202,PRD002917,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.68,2026-06-20,v1.0
FB003801,BYR000236,PRD001570,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,EDGE,0.99,2026-07-18,v1.0
FB003802,BYR000714,PRD001762,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.79,2026-06-10,v1.0
FB003803,BYR000888,PRD000567,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,BOUNDARY,0.8,2026-05-30,v1.0
FB003804,BYR000086,PRD002974,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.78,2026-07-10,v1.0
FB003805,BYR000529,PRD002440,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.7,2026-06-21,v1.0
FB003806,BYR000534,PRD000529,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.88,2026-07-29,v1.0
FB003807,BYR000277,PRD001373,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.83,2026-07-27,v1.0
FB003808,BYR000040,PRD000440,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.87,2026-08-06,v1.0
FB003809,BYR000941,PRD002750,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.74,2026-06-12,v1.0
FB003810,BYR000248,PRD002301,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.7,2026-07-31,v1.0
FB003811,BYR000282,PRD001046,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.67,2026-05-14,v1.0
FB003812,BYR000600,PRD000381,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.61,2026-05-09,v1.0
FB003813,BYR000201,PRD001201,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.64,2026-07-27,v1.0
FB003814,BYR000861,PRD000571,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,COLD_START,0.55,2026-07-09,v1.0
FB003815,BYR000142,PRD002338,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.85,2026-05-08,v1.0
FB003816,BYR000633,PRD001524,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.61,2026-06-24,v1.0
FB003817,BYR000901,PRD000605,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,RARE,0.81,2026-06-07,v1.0
FB003818,BYR000745,PRD002735,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.88,2026-08-01,v1.0
FB003819,BYR000129,PRD002820,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.81,2026-06-03,v1.0
FB003820,BYR000296,PRD002548,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,EDGE,0.99,2026-06-18,v1.0
FB003821,BYR000156,PRD001389,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.68,2026-06-23,v1.0
FB003822,BYR000603,PRD000658,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.55,2026-07-27,v1.0
FB003823,BYR000958,PRD002250,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.52,2026-06-12,v1.0
FB003824,BYR000544,PRD002453,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.9,2026-07-09,v1.0
FB003825,BYR000354,PRD001995,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.89,2026-05-19,v1.0
FB003826,BYR000952,PRD001685,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.67,2026-07-27,v1.0
FB003827,BYR000445,PRD000522,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.61,2026-07-17,v1.0
FB003828,BYR000408,PRD002856,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.71,2026-06-04,v1.0
FB003829,BYR000916,PRD001793,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NEGATIVE,0.53,2026-07-11,v1.0
FB003830,BYR000385,PRD000947,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.7,2026-06-18,v1.0
FB003831,BYR000943,PRD002321,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.81,2026-07-02,v1.0
FB003832,BYR000739,PRD000310,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.61,2026-06-29,v1.0
FB003833,BYR000812,PRD000641,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.58,2026-06-03,v1.0
FB003834,BYR000859,PRD001492,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.58,2026-06-07,v1.0
FB003835,BYR000939,PRD000868,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,BOUNDARY,0.52,2026-07-11,v1.0
FB003836,BYR000306,PRD000076,Yes,No,No,No,Yes,Yes,Not interested,Negative,NORMAL,0.98,2026-07-23,v1.0
FB003837,BYR000953,PRD002928,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.56,2026-06-26,v1.0
FB003838,BYR000056,PRD000357,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.81,2026-05-18,v1.0
FB003839,BYR000284,PRD001180,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.7,2026-06-04,v1.0
FB003840,BYR000798,PRD002889,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.66,2026-07-23,v1.0
FB003841,BYR000230,PRD002620,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.75,2026-05-29,v1.0
FB003842,BYR000879,PRD000851,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.67,2026-05-25,v1.0
FB003843,BYR000449,PRD000108,Yes,No,Yes,No,No,No,Not my style,Neutral,BOUNDARY,0.87,2026-05-14,v1.0
FB003844,BYR000211,PRD002374,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.67,2026-06-25,v1.0
FB003845,BYR000434,PRD000696,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.54,2026-07-31,v1.0
FB003846,BYR000537,PRD002751,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,COLD_START,0.98,2026-08-01,v1.0
FB003847,BYR000167,PRD000277,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.58,2026-05-25,v1.0
FB003848,BYR000279,PRD001476,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.67,2026-06-17,v1.0
FB003849,BYR000028,PRD000720,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.77,2026-05-16,v1.0
FB003850,BYR000935,PRD001253,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.79,2026-05-19,v1.0
FB003851,BYR000265,PRD000470,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.67,2026-07-15,v1.0
FB003852,BYR000531,PRD000439,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,BOUNDARY,0.94,2026-07-11,v1.0
FB003853,BYR000767,PRD001565,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.67,2026-07-29,v1.0
FB003854,BYR000300,PRD002715,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.62,2026-07-20,v1.0
FB003855,BYR000727,PRD000890,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.52,2026-07-10,v1.0
FB003856,BYR000451,PRD000525,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.52,2026-06-17,v1.0
FB003857,BYR000332,PRD001168,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.99,2026-07-15,v1.0
FB003858,BYR000910,PRD000982,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.91,2026-06-29,v1.0
FB003859,BYR000552,PRD002803,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.81,2026-07-16,v1.0
FB003860,BYR000065,PRD001004,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.63,2026-07-24,v1.0
FB003861,BYR000383,PRD000404,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.77,2026-06-09,v1.0
FB003862,BYR000885,PRD000095,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.68,2026-05-08,v1.0
FB003863,BYR000925,PRD002667,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.68,2026-07-06,v1.0
FB003864,BYR000737,PRD002618,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,BOUNDARY,0.7,2026-05-20,v1.0
FB003865,BYR000521,PRD002853,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.99,2026-07-05,v1.0
FB003866,BYR000537,PRD000919,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.61,2026-05-27,v1.0
FB003867,BYR000765,PRD001500,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.89,2026-07-20,v1.0
FB003868,BYR000362,PRD000536,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.72,2026-06-03,v1.0
FB003869,BYR000768,PRD001891,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.68,2026-05-12,v1.0
FB003870,BYR000814,PRD002275,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.98,2026-07-27,v1.0
FB003871,BYR000155,PRD001287,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.82,2026-06-20,v1.0
FB003872,BYR000505,PRD001570,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.58,2026-06-12,v1.0
FB003873,BYR000825,PRD002592,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.72,2026-08-04,v1.0
FB003874,BYR000397,PRD000213,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.8,2026-07-06,v1.0
FB003875,BYR000031,PRD001700,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.89,2026-05-27,v1.0
FB003876,BYR000735,PRD001568,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.88,2026-05-16,v1.0
FB003877,BYR000447,PRD002855,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.91,2026-05-22,v1.0
FB003878,BYR000973,PRD002128,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.81,2026-07-10,v1.0
FB003879,BYR000875,PRD000776,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.92,2026-07-03,v1.0
FB003880,BYR000083,PRD002246,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,COLD_START,0.65,2026-07-22,v1.0
FB003881,BYR000663,PRD000330,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.61,2026-05-10,v1.0
FB003882,BYR000260,PRD000136,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.6,2026-08-01,v1.0
FB003883,BYR000813,PRD002930,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.85,2026-06-15,v1.0
FB003884,BYR000387,PRD000414,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.93,2026-06-02,v1.0
FB003885,BYR000783,PRD001265,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.85,2026-05-29,v1.0
FB003886,BYR000196,PRD002073,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.54,2026-06-03,v1.0
FB003887,BYR000933,PRD002745,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.7,2026-07-11,v1.0
FB003888,BYR000746,PRD001367,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.5,2026-05-10,v1.0
FB003889,BYR000791,PRD001682,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NEGATIVE,0.84,2026-05-28,v1.0
FB003890,BYR000058,PRD000221,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.51,2026-07-25,v1.0
FB003891,BYR000358,PRD002549,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.95,2026-06-29,v1.0
FB003892,BYR000471,PRD002005,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.85,2026-06-02,v1.0
FB003893,BYR000326,PRD001587,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,BOUNDARY,0.98,2026-06-25,v1.0
FB003894,BYR000479,PRD000778,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.73,2026-07-20,v1.0
FB003895,BYR000376,PRD002416,Yes,No,No,No,Yes,Yes,Not interested,Negative,NORMAL,0.74,2026-06-22,v1.0
FB003896,BYR000902,PRD002987,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.82,2026-05-30,v1.0
FB003897,BYR000544,PRD000729,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.7,2026-07-29,v1.0
FB003898,BYR000014,PRD002425,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.88,2026-07-24,v1.0
FB003899,BYR000571,PRD001256,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,BOUNDARY,0.57,2026-07-10,v1.0
FB003900,BYR000164,PRD000629,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.81,2026-07-27,v1.0
FB003901,BYR000824,PRD001101,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.63,2026-07-05,v1.0
FB003902,BYR000971,PRD001045,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.51,2026-05-27,v1.0
FB003903,BYR000499,PRD001654,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.85,2026-08-01,v1.0
