Dataset ID,Scenario ID,Scenario Type,Listing ID,Seller ID,Brand,Model,Product Name,Title,Description,Price,Marketplace Average Price,Price Deviation Percentage,Seller Rating,Seller Total Listings,Seller Violation Count,Duplicate Image,Duplicate Title,Image Match Category,AI Image Detected,Keyword Stuffing,Suspicious Word,Profanity,Adult Content,Illegal Product,Counterfeit,Category Mismatch,Title Description Mismatch,Spam Behavior,Risk Score,Risk Band,Confidence Score,Expected Result,Ground Truth,Reason,Business Rule,Acceptance Criteria,Created Date,Version,Remarks,__source_sheet__,is_intentional_null,Title_clean,Title_has_emoji,Description_clean,Description_has_emoji,Title_length,Description_length,Duplicate Image_flag,Duplicate Title_flag,Image Match Category_flag,AI Image Detected_flag,Keyword Stuffing_flag,Suspicious Word_flag,Profanity_flag,Adult Content_flag,Illegal Product_flag,Counterfeit_flag,Category Mismatch_flag,Title Description Mismatch_flag,Spam Behavior_flag,Category_Accessories,Category_Automotive Parts,Category_Books,Category_Camera,Category_Collectibles,Category_Computer,Category_Electronics,Category_Fashion,Category_Furniture,Category_Gaming,Category_Home Appliances,Category_Laptop,Category_Mobile Phone,Category_Musical Instruments,Category_Others,Category_Sports,Category_Stationery,Category_Tablet,Category_UnknownCategoryXYZ,Subcategory_Action Camera,Subcategory_Action Figure,Subcategory_Air Fryer,Subcategory_Alloy Wheel,Subcategory_Badminton Racket,Subcategory_Bag,Subcategory_Bed Frame,Subcategory_Belt,Subcategory_Bicycle,Subcategory_Bluetooth Speaker,Subcategory_Bookshelf,Subcategory_Brake Pad,Subcategory_Car Battery,Subcategory_Children Book,Subcategory_Chromebook,Subcategory_Coin,Subcategory_Comic,Subcategory_Console,Subcategory_Controller,Subcategory_DSLR,Subcategory_Desktop PC,Subcategory_Dining Table,Subcategory_Drone,Subcategory_Drum Set,Subcategory_Dumbbell Set,Subcategory_E-Reader,Subcategory_Engine Oil,Subcategory_Eraser,Subcategory_Feature Phone,Subcategory_Football,Subcategory_Game Disc,Subcategory_Gaming Chair,Subcategory_Gaming Headset,Subcategory_Gaming Laptop,Subcategory_Graphics Card,Subcategory_Guitar,Subcategory_Handmade,Subcategory_Headphones,Subcategory_Jacket,Subcategory_Jewelry,Subcategory_Keyboard,Subcategory_Keyboard Piano,Subcategory_Lens,Subcategory_MacBook,Subcategory_Men Shirt,Subcategory_Microwave,Subcategory_Mirrorless,Subcategory_Miscellaneous,Subcategory_Monitor,Subcategory_Mouse,Subcategory_Novel,Subcategory_Office Chair,Subcategory_Paper Clip,Subcategory_Pencil,Subcategory_Pet Supplies,Subcategory_Phone Case,Subcategory_Plant,Subcategory_Plastic Spoon,Subcategory_Power Bank,Subcategory_RAM,Subcategory_Refrigerator,Subcategory_Router,Subcategory_Rubber Band,Subcategory_Self-Help,Subcategory_Smartphone,Subcategory_Smartwatch,Subcategory_Sneakers,Subcategory_Sofa,Subcategory_Stamp,Subcategory_Sunglasses,Subcategory_Tablet,Subcategory_Textbook,Subcategory_Ticket,Subcategory_Tire,Subcategory_Trading Card,Subcategory_Treadmill,Subcategory_Tripod,Subcategory_Ukulele,Subcategory_Ultrabook,Subcategory_Vacuum Cleaner,Subcategory_Vinyl Record,Subcategory_Violin,Subcategory_Wallet,Subcategory_Wardrobe,Subcategory_Washing Machine,Subcategory_Watch,Subcategory_Women Dress,Subcategory_Yoga Mat,Condition_Fair,Condition_Good,Condition_Like New,Condition_New,Condition_Poor,Image Quality_Blurry,Image Quality_High,Image Quality_Low,Image Quality_Medium,ai_category,ai_risk_level,ai_status,text_full
DS024011,SC024011,HIGH_RISK,LST-024011,SEL-01376,Corsair,Optiplex 7090,Corsair Optiplex 7090,ขาย Corsair Optiplex 7090 Monitor สภาพมือสองดีมาก ราคาเป็นกันเอง,ขาย Corsair Optiplex 7090 Monitor สภาพมือสองดีมาก นัดรับได้ที่ BTS สนใจทักแชทได้เลยค่ะ,2897.64,14800,-80.42,3.4,54,19,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,91,Critical,0.98,REJECT,HIGH_RISK,"Multiple independent risk signals co-occur: prior violations, duplicate image, low price.",BR011,AC001,2025-10-23 00:11:38,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Corsair Optiplex 7090 Monitor สภาพมือสองดีมาก ราคาเป็นกันเอง,0,ขาย Corsair Optiplex 7090 Monitor สภาพมือสองดีมาก นัดรับได้ที่ BTS สนใจทักแชทได้เลยค่ะ,0,64,86,1,0,1,0,0,1,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Corsair Optiplex 7090 Monitor สภาพมือสองดีมาก ราคาเป็นกันเอง ขาย Corsair Optiplex 7090 Monitor สภาพมือสองดีมาก นัดรับได้ที่ BTS สนใจทักแชทได้เลยค่ะ
DS024012,SC024012,NORMAL,LST-024012,SEL-02087,Hot Toys,Sealed Box,Hot Toys Sealed Box,ขาย Hot Toys Sealed Box Action Figure สภาพพอใช้ ราคาเป็นกันเอง 💯,ขาย Hot Toys Sealed Box Action Figure สภาพพอใช้ สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ,5356.92,5330,0.51,4.3,464,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1,Normal,0.88,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-06-07 16:09:48,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Hot Toys Sealed Box Action Figure สภาพพอใช้ ราคาเป็นกันเอง,1,ขาย Hot Toys Sealed Box Action Figure สภาพพอใช้ สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ,0,62,78,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,NORMAL,LOW,APPROVED,ขาย Hot Toys Sealed Box Action Figure สภาพพอใช้ ราคาเป็นกันเอง ขาย Hot Toys Sealed Box Action Figure สภาพพอใช้ สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ
DS024013,SC024013,EDGE,LST-024013,SEL-01929,SE-ED,Boxset,SE-ED Boxset,X,Selling SE-ED Boxset Self-Help. Condition: Fair. fast shipping.,632.08,720,-12.21,4.2,432,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35,Low Risk,0.54,REVIEW,EDGE_CASE,"Title is a single character, far below expected length.",BR000,AC001,2026-03-04 06:59:02,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,True,X,0,Selling SE-ED Boxset Self-Help. Condition: Fair. fast shipping.,0,1,63,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,NORMAL,LOW,APPROVED,X Selling SE-ED Boxset Self-Help. Condition: Fair. fast shipping.
DS024014,SC024014,DESCRIPTION_ANOMALY,LST-024014,SEL-01834,Oppo,iPhone 15 Pro,Oppo iPhone 15 Pro,ขาย Oppo iPhone 15 Pro Feature Phone สภาพดี ราคาเป็นกันเอง,"Actually this is a Samsung product, not Oppo. barely used.",35613.13,32160,10.74,4.1,188,2,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,76,High Risk,0.92,REVIEW,MISLEADING_DESCRIPTION,Title advertises Oppo iPhone 15 Pro but description references Samsung (BR005).,BR005,AC001,2025-02-18 19:22:42,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Oppo iPhone 15 Pro Feature Phone สภาพดี ราคาเป็นกันเอง,0,"Actually this is a Samsung product, not Oppo. barely used.",0,58,58,0,0,1,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,NORMAL,LOW,APPROVED,"ขาย Oppo iPhone 15 Pro Feature Phone สภาพดี ราคาเป็นกันเอง Actually this is a Samsung product, not Oppo. barely used."
DS024015,SC024015,IMAGE_ANOMALY,LST-024015,SEL-00646,Ray-Ban,Charm Bracelet,Ray-Ban Charm Bracelet,Ray-Ban Charm Bracelet Phone Case - Like New condition for sale,Selling Ray-Ban Charm Bracelet Phone Case. Condition: Like New. negotiable price.,1843.07,2110,-12.65,3.8,71,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,43,Low Risk,0.76,REVIEW,SUSPICIOUS_IMAGE,"Image flagged as blurry, requires manual review (BR012).",BR012,AC001,2026-01-14 00:38:18,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Ray-Ban Charm Bracelet Phone Case - Like New condition for sale,0,Selling Ray-Ban Charm Bracelet Phone Case. Condition: Like New. negotiable price.,0,63,81,0,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,NORMAL,LOW,APPROVED,Ray-Ban Charm Bracelet Phone Case - Like New condition for sale Selling Ray-Ban Charm Bracelet Phone Case. Condition: Like New. negotiable price.
DS024016,SC024016,PRICE_ANOMALY,LST-024016,SEL-00009,HP,27UL550,HP 27UL550,ขาย HP 27UL550 Desktop PC Fair ถูกๆ มือ1,"Selling HP 27UL550 มือสอง จำเป็นต้องขาย, negotiable price COD",138146.97,5250,2531.37,4.3,32,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,78,High Risk,0.89,REVIEW,PRICE_ANOMALY,Listing price is far above the marketplace average for this product (BR002).,BR002,AC001,2025-05-02 00:14:08,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย HP 27UL550 Desktop PC Fair ถูกๆ มือ1,0,"Selling HP 27UL550 มือสอง จำเป็นต้องขาย, negotiable price COD",0,40,61,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,NORMAL,LOW,APPROVED,"ขาย HP 27UL550 Desktop PC Fair ถูกๆ มือ1 Selling HP 27UL550 มือสอง จำเป็นต้องขาย, negotiable price COD"
DS024017,SC024017,NORMAL,LST-024017,SEL-01398,Nikon,Z50,Nikon Z50,Nikon Z50 Mirrorless - Likee New condition for sale,Selling Nikon Z50  Mirrorless. Condition: Like New. trusted seller.,65415.72,71340,-8.3,4.1,31,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1,Normal,0.86,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-01-24 19:19:45,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Nikon Z50 Mirrorless - Likee New condition for sale,0,Selling Nikon Z50 Mirrorless. Condition: Like New. trusted seller.,0,51,66,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,NORMAL,LOW,APPROVED,Nikon Z50 Mirrorless - Likee New condition for sale Selling Nikon Z50 Mirrorless. Condition: Like New. trusted seller.
DS024018,SC024018,NORMAL,LST-024018,SEL-01266,Oppo,Galaxy S24,Oppo Galaxy S24,ขาย Oppo Galaxy S24 Feature Phone สภาพดี ราคาเป็นกันเอง,ขา่ย Oppo Galaxy S24 Feature Phone สภาพดี ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ,39617.23,36600,8.24,3.1,36,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6,Normal,0.94,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-05-29 01:08:59,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Oppo Galaxy S24 Feature Phone สภาพดี ราคาเป็นกันเอง,0,ขา่ย Oppo Galaxy S24 Feature Phone สภาพดี ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ,0,55,72,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,NORMAL,LOW,APPROVED,ขาย Oppo Galaxy S24 Feature Phone สภาพดี ราคาเป็นกันเอง ขา่ย Oppo Galaxy S24 Feature Phone สภาพดี ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ
DS024019,SC024019,NORMAL,LST-024019,SEL-01796,Kawai,FG800,Kawai FG800,ขาย Kawai FG800 Guitar Like New ถูกๆ มือ2 🛍️ 🛍️ 🔥,"Selling Kawai FG800 มือสอง ของแท้ 100%, no scratches จ่ายปลายทาง",44232.1,40640,8.84,4.1,39,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,10,Normal,0.86,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-01-12 23:23:00,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Kawai FG800 Guitar Like New ถูกๆ มือ2 ️ ️,1,"Selling Kawai FG800 มือสอง ของแท้ 100%, no scratches จ่ายปลายทาง",0,45,64,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,NORMAL,LOW,APPROVED,"ขาย Kawai FG800 Guitar Like New ถูกๆ มือ2 ️ ️ Selling Kawai FG800 มือสอง ของแท้ 100%, no scratches จ่ายปลายทาง"
DS024020,SC024020,HIGH_RISK,LST-024020,SEL-02726,Xiaomi,NN-ST342,Xiaomi NN-ST342,ขาย Xiaomi NN-ST342 Microwave สภาพมือสองดีมาก ราคาเป็นกันเอง ✨ ❤️,ขา่ย Xiaomi NN-ST342 Microwave สภาพมือสองดีมาก อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ,7286.6,30140,-75.82,1.0,319,7,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,85,High Risk,0.99,REJECT,HIGH_RISK,"Multiple independent risk signals co-occur: prior violations, duplicate image, low price.",BR011,AC001,2025-07-27 04:11:49,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Xiaomi NN-ST342 Microwave สภาพมือสองดีมาก ราคาเป็นกันเอง ️,1,ขา่ย Xiaomi NN-ST342 Microwave สภาพมือสองดีมาก อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ,0,62,82,1,0,1,0,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Xiaomi NN-ST342 Microwave สภาพมือสองดีมาก ราคาเป็นกันเอง ️ ขา่ย Xiaomi NN-ST342 Microwave สภาพมือสองดีมาก อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ
DS024021,SC024021,BOUNDARY,LST-024021,SEL-02676,Handmade,Set of 3,Handmade Set of 3,Handmade Set of 3 Ticket - Fair condition for sale 🛍️ 😍 📦,Selling Handmade Set of 3 Ticket. Condition: Fair. full box set.,5970.0,1990,200.0,0.0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,50,Low Risk,0.76,REVIEW,BOUNDARY,Price sits exactly at the high-deviation threshold (300% of average).,BR002,AC001,2026-01-17 05:53:50,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Handmade Set of 3 Ticket - Fair condition for sale ️,1,Selling Handmade Set of 3 Ticket. Condition: Fair. full box set.,0,52,64,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,NORMAL,LOW,APPROVED,Handmade Set of 3 Ticket - Fair condition for sale ️ Selling Handmade Set of 3 Ticket. Condition: Fair. full box set.
DS024022,SC024022,CATEGORY_MISMATCH,LST-024022,SEL-01131,Trek,Pro Staff 97,Trek Pro Staff 97,Trek Pro Staff 97 Dumbbell Set - Like New condition for sale,Selling Trek Pro Staff 97 Dumbbell Set. Condition: Like New. trusted seller.,16938.4,17260,-1.86,3.3,54,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,54,Medium Risk,0.89,REVIEW,CATEGORY_MISMATCH,Listed under 'Sports' but product image/description matches 'Automotive Parts' (BR006).,BR006,AC001,2025-09-11 04:54:39,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Trek Pro Staff 97 Dumbbell Set - Like New condition for sale,0,Selling Trek Pro Staff 97 Dumbbell Set. Condition: Like New. trusted seller.,0,60,76,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,NORMAL,LOW,APPROVED,Trek Pro Staff 97 Dumbbell Set - Like New condition for sale Selling Trek Pro Staff 97 Dumbbell Set. Condition: Like New. trusted seller.
DS024023,SC024023,NORMAL,LST-024023,SEL-01635,JBL,PowerCore 10000,JBL PowerCore 10000,ขา่ย JBL PowerCore 10000 Router สภาพพอใช้ ราคาเป็นกันเอง 😍 🎮 👍,ขาย JBL PowerCore 10000 Router สภาพพอใช้ จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ,7140.81,6960,2.6,4.6,73,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6,Normal,0.86,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-03-04 15:24:02,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขา่ย JBL PowerCore 10000 Router สภาพพอใช้ ราคาเป็นกันเอง,1,ขาย JBL PowerCore 10000 Router สภาพพอใช้ จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ,0,56,74,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,NORMAL,LOW,APPROVED,ขา่ย JBL PowerCore 10000 Router สภาพพอใช้ ราคาเป็นกันเอง ขาย JBL PowerCore 10000 Router สภาพพอใช้ จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ
DS024024,SC024024,NEGATIVE,LST-024024,SEL-00799,Matichon,Special Edition,Matichon Special Edition,,Selling Matichon Special Edition Self-Help. Condition: Good. self pick up available.,731.78,810,-9.66,4.5,8,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,24,Low Risk,0.58,REVIEW,INVALID_INPUT,Title field is empty; mandatory field validation should fail.,BR000,AC001,2025-10-17 09:05:34,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,True,,0,Selling Matichon Special Edition Self-Help. Condition: Good. self pick up available.,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,NORMAL,LOW,APPROVED, Selling Matichon Special Edition Self-Help. Condition: Good. self pick up available.
DS024025,SC024025,PRICE_ANOMALY,LST-024025,SEL-01172,Adidas,Ultraboost,Adidas Ultraboost,ขาย Adidas Ultraboost Women Dress สภาพไม่ดี ราคาเป็นกันเอง,ขาย Adidas Ultraboost Women Dress สภาพไม่ดี ประกันเหลือ สนใจทักแชทได้เลยค่ะ,63.23,1240,-94.9,4.5,28,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,69,Medium Risk,0.79,REVIEW,PRICE_ANOMALY,Listing price is far below the marketplace average for this product.,BR003,AC001,2026-05-31 22:26:03,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Adidas Ultraboost Women Dress สภาพไม่ดี ราคาเป็นกันเอง,0,ขาย Adidas Ultraboost Women Dress สภาพไม่ดี ประกันเหลือ สนใจทักแชทได้เลยค่ะ,0,58,75,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,NORMAL,LOW,APPROVED,ขาย Adidas Ultraboost Women Dress สภาพไม่ดี ราคาเป็นกันเอง ขาย Adidas Ultraboost Women Dress สภาพไม่ดี ประกันเหลือ สนใจทักแชทได้เลยค่ะ
